0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,1.834862385321101019e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.921568627451074013e-03,5.882352941176484384e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,1.819944804952636913e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.960784313725495026e-02,2.156862745098040920e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000122e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,1.797568434399940754e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.725490196078430627e-02,4.117647058823534212e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.999999999999999667e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,1.819944804952636913e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.686274509803925653e-02,6.078431372549021605e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,1.834862385321101019e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.647058823529420679e-02,8.039215686274510386e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,2.506153501901991695e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.803921568627527172e-03,9.803921568627490743e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.031620553359683279e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.999999999999977657e-03,1.666666666666666574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,2.066084881032296400e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.921568627451074013e-03,7.843137254901962410e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-01,8.102766798418972183e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,1.432087715372566683e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.372549019607849537e-02,2.352941176470588550e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.099999999999999423e-01,1.581027667984189200e-01,9.803149606299211838e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000736e-02,1.666666666666666574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,8.750000000000001110e-01,1.000000000000000000e+00,7.831729693443725132e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.881889763779526659e-01,9.899999999999999911e-01,9.999999999999986330e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000056e-01,1.000000000000000000e+00,1.536510777951816294e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.176470588235301214e-02,1.176470588235296877e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
